gene,phenotype,gene_disgenet_class,NPMI,n_g,n_p,n_gp
POT1,"['C0151779', 'Skin cancer (melanoma)', 'HPO', 'HP:0002861']",NA,0.45092954833494064,35,114,1.0
ATG5,"['C1443892', 'Chronic Q Fever', 'MSH', 'NULL']",S,0.45092954833494064,570,7,1.0
FAM13A,"['C0024117', 'Chronic obstructive pulmonary disease', 'OMIM, HPO, SNOMEDCT_US', 'HP:0006510']",NA,0.45092972126336733,12,909,2.0
SOD1,"['C0085084', 'MND - Motor neurone disease', 'SNOMEDCT_US', 'NULL']",1.0,0.4510000403130657,784,38,4.0
TLR3,"['C0265025', 'Capillary hyperpermeability', 'SNOMEDCT_US', 'NULL']",1.0,0.45102920299871246,996,4,1.0
ITPR2,"['C4476796', 'Increased ROS production', 'HPO', 'HP:0025464']",NA,0.4510624545743943,22,181,1.0
SRMS,"['C0035412', 'Rhabdomyosarcoma', 'HPO', 'HP:0002859']",NA,0.45109572285521404,10,398,1.0
FAM111B,"['C0034069', 'Pulmonary fibrosis', 'OMIM, SNOMEDCT_US, HPO', 'HP:0002206']",NA,0.45109572285521404,2,1990,1.0
RRAGC,"['C0034069', 'Pulmonary fibrosis', 'OMIM, SNOMEDCT_US, HPO', 'HP:0002206']",NA,0.45109572285521404,2,1990,1.0
CREB3L3,"['C0813230', 'Hypertriglyceridemia', 'MSH, HPO, SNOMEDCT_US', 'HP:0002155']",NA,0.4511445823983235,11,2703,4.0
MTHFR,"['C0584960', 'Factor 5 Leiden mutation', 'SNOMEDCT_US', 'NULL']",NA,0.4511847042821979,286,38,2.0
MAPT,"['C0085400', 'Neurofibrillary tangles composed of disordered microtubules in neurons', 'HPO', 'HP:0002185']",NA,0.4512166431257339,71,153,2.0
SCARA5,"['C0000786', 'Miscarriage', 'HPO, MSH', 'HP:0005268']",NA,0.4512456372958505,11,361,1.0
CPT1A,"['C1837256', 'Macrovesicular hepatic steatosis', 'HPO', 'HP:0001403']",NA,0.4512789977557898,81,49,1.0
CPT1A,"['C0001126', 'Accumulation of acid in body due to kidney problem', 'HPO', 'HP:0001947']",NA,0.4512789977557898,81,49,1.0
EMB,"['C0008728', 'Allergic Angiitis', 'MSH', 'NULL']",NA,0.4512956842902308,64,62,1.0
QPRT,"['C0920646', 'Ischemia of kidney', 'SNOMEDCT_US', 'NULL']",NA,0.4512956842902308,32,124,1.0
KHDC3L,"['C0030293', 'Pancreatic insufficiency', 'OMIM, HPO, SNOMEDCT_US', 'HP:0001738']",NA,0.45134576913687324,5,793,1.0
ABHD5,"['C0011606', 'Erythroderma', 'SNOMEDCT_US, OMIM, HPO, MSH', 'HP:0001019']",NA,0.45134576913687324,61,65,1.0
LOXHD1,"['C0021359', 'Infertility', 'HPO', 'HP:0000789']",NA,0.45134576913687324,5,793,1.0
RNF7,"['C0019163', 'Hepatitis B', 'MSH, SNOMEDCT_US', 'NULL']",NA,0.4513958918930789,2,1981,1.0
SLC12A4,"['C0019163', 'Hepatitis B', 'MSH, SNOMEDCT_US', 'NULL']",NA,0.4513958918930789,2,1981,1.0
STS,"['C0751690', 'Malignant peripheral nerve sheath tumor', 'HPO', 'HP:0100697']",NA,0.4514278089078441,285,38,2.0
SMN1,"['C0339527', 'CRB - Congenital retinal blindness', 'SNOMEDCT_US', 'NULL']",S,0.4514293281531071,165,24,1.0
ATG3,"['C0003047', 'Animal Diseases', 'MSH', 'NULL']",NA,0.4514293281531071,44,90,1.0
MAOA,"['C1865361', 'Sams', 'MSH', 'NULL']",NA,0.4514293281531071,45,88,1.0
DPT,"['C0014518', 'Antibiotic necrolysis', 'SNOMEDCT_US', 'NULL']",NA,0.45144605261627946,37,107,1.0
SOX3,"['C0004352', 'Autism', 'OMIM, HPO, MSH, SNOMEDCT_US', 'HP:0000717']",NA,0.45151299273982554,7,565,1.0
LRFN5,"['C0004352', 'Autism', 'OMIM, HPO, MSH, SNOMEDCT_US', 'HP:0000717']",NA,0.45151299273982554,7,565,1.0
CD19,"['C0270823', 'Absence Status', 'MSH', 'NULL']",S,0.4515297383491141,1318,3,1.0
COL4A5,"['C0017661', 'IgA nephropathy', 'OMIM, HPO, SNOMEDCT_US', 'HP:0000794']",NA,0.4515632422767597,19,208,1.0
PRAME,"['C0023827', 'Liposarcoma', 'HPO', 'HP:0012034']",NA,0.4515689438665966,56,193,2.0
MYH11,"['C0003493', 'Aortic Diseases', 'MSH', 'NULL']",NA,0.4515967631641264,79,50,1.0
DCD,"['C0444720', 'Circulatory arrest', 'SNOMEDCT_US', 'NULL']",NA,0.45163030102839297,188,21,1.0
SLC25A45,"['C0040100', 'Thymoma', 'HPO', 'HP:0100522']",NA,0.4516974277564715,17,232,1.0
PDC,"['C0024137', 'Cutaneous lupus erythematosus (disorder)', 'SNOMEDCT_US', 'NULL']",NA,0.4516974277564715,232,17,1.0
GNAI2,"['C0079731', 'B cell lymphoma', 'HPO', 'HP:0012191']",NA,0.45176462259894823,4,985,1.0
ARHGEF1,"['C0079731', 'B cell lymphoma', 'HPO', 'HP:0012191']",NA,0.45176462259894823,4,985,1.0
DMD,"['C0271097', 'Dystrophia Retinae Pigmentosa-Dysostosis Syndrome', 'MSH', 'NULL']",NA,0.45176462259894823,394,10,1.0
PPP3CC,"['C0281361', 'Pancreatic adenocarcinoma', 'HPO, PPTO', 'HP:0006725']",NA,0.4517763514906674,9,2157,3.0
COL11A1,"['C4023676', 'Increased nuchal translucency', 'HPO', 'HP:0010880']",S,0.4518318856941971,492,8,1.0
SCD,"['C0423717', 'Neurogenic pain', 'OMIM, SNOMEDCT_US', 'NULL']",NA,0.45185207769009056,1196,9,2.0
DNAJB9,"['C0017658', 'Glomerular nephritis', 'HPO', 'HP:0000099']",NA,0.4518655428799681,7,562,1.0
UNC13D,"['C0877564', 'Lymphohistiocytosis', 'OMIM', 'NULL']",NA,0.4518655428799681,14,281,1.0
AIP,"['C0391861', 'Plasma cell infiltration', 'SNOMEDCT_US', 'NULL']",NA,0.4518798165698201,2110,86,14.0
EPAS1,"['C0279702', 'Nonpapillary renal cell carcinoma', 'HPO', 'HP:0006770']",S,0.45188237788999364,23,171,1.0
ITPR3,"['C2607914', 'Allergic rhinitis', 'OMIM, SNOMEDCT_US, HPO', 'HP:0003193']",NA,0.45198347792730903,21,187,1.0
SOX3,"['C3714756', 'Mental retardation, nonspecific', 'OMIM, HPO', 'HP:0001249']",NA,0.45198347792730903,7,561,1.0
ADAM22,"['C3714756', 'Mental retardation, nonspecific', 'OMIM, HPO', 'HP:0001249']",NA,0.45198347792730903,7,561,1.0
LRFN5,"['C3714756', 'Mental retardation, nonspecific', 'OMIM, HPO', 'HP:0001249']",NA,0.45198347792730903,7,561,1.0
SVBP,"['C3714756', 'Mental retardation, nonspecific', 'OMIM, HPO', 'HP:0001249']",NA,0.45198347792730903,7,561,1.0
AUTS2,"['C1535926', 'Child Mental Disorders', 'MSH', 'NULL']",NA,0.45198347792730903,17,231,1.0
FOXG1,"['C1535926', 'Child Mental Disorders', 'MSH', 'NULL']",NA,0.45198347792730903,17,231,1.0
CMIP,"['C1535926', 'Child Mental Disorders', 'MSH', 'NULL']",NA,0.45198347792730903,17,231,1.0
CHD5,"['C1535926', 'Child Mental Disorders', 'MSH', 'NULL']",NA,0.45198347792730903,17,231,1.0
MORC3,"['C0006663', 'Calcinosis', 'HPO', 'HP:0003761']",NA,0.45201992855705664,59,182,2.0
APOB,"['C0342892', 'Hypolipidemia', 'HPO', 'HP:0045014']",NA,0.4520340858866533,218,18,1.0
APOB,"['C2047520', 'Mixed hyperlipidemia', 'SNOMEDCT_US', 'NULL']",NA,0.4520340858866533,218,18,1.0
UQCRFS1,"['C0151526', 'Premature delivery', 'HPO', 'HP:0001622']",NA,0.4520340858866533,18,218,1.0
ARHGAP24,"['C0032285', 'Pneumonia', 'MSH, OMIM, SNOMEDCT_US, HPO', 'HP:0002090']",NA,0.45206542100228375,10,6617,7.0
ACD,"['C0221258', 'Tattoo', 'SNOMEDCT_US', 'NULL']",NA,0.4521040064591169,165,65,2.0
WSB1,"['C0813230', 'Hypertriglyceridemia', 'MSH, HPO, SNOMEDCT_US', 'HP:0002155']",NA,0.45215696074316336,15,2703,5.0
NMS,"['C0027080', 'Myoglobinuria', 'HPO', 'HP:0002913']",NA,0.4521861422372275,135,29,1.0
MEFV,"['C0035934', 'Broad Thumb-Hallux Syndrome', 'MSH', 'NULL']",1.0,0.45223690537622463,326,12,1.0
PDLIM5,"['C0018802', 'Cardiac failure', 'OMIM, HPO, SNOMEDCT_US', 'HP:0001635']",NA,0.45228770745894553,1,3909,1.0
CCBE1,"['C0018802', 'Cardiac failure', 'OMIM, HPO, SNOMEDCT_US', 'HP:0001635']",NA,0.45228770745894553,1,3909,1.0
TTC39A,"['C0018802', 'Cardiac failure', 'OMIM, HPO, SNOMEDCT_US', 'HP:0001635']",NA,0.45228770745894553,1,3909,1.0
DCAF5,"['C0018802', 'Cardiac failure', 'OMIM, HPO, SNOMEDCT_US', 'HP:0001635']",NA,0.45228770745894553,1,3909,1.0
TOR1AIP1,"['C0018802', 'Cardiac failure', 'OMIM, HPO, SNOMEDCT_US', 'HP:0001635']",NA,0.45228770745894553,1,3909,1.0
CAD,"['C0700502', 'Primary hypothyroidism', 'OMIM, SNOMEDCT_US, HPO', 'HP:0000832']",NA,0.4523385485451887,1302,3,1.0
CAD,"['C1867873', 'Failure to thrive in first year of life', 'HPO', 'HP:0001531']",NA,0.4523385485451887,1302,3,1.0
CAD,"['C0581882', 'Transient neurological symptoms', 'SNOMEDCT_US', 'NULL']",NA,0.4523385485451887,1302,3,1.0
BAIAP2,"['C0036341', 'Schizophrenia', 'MSH, OMIM, HPO, SNOMEDCT_US', 'HP:0100753']",NA,0.4523724643009001,4,976,1.0
POLA1,"['C0036341', 'Schizophrenia', 'MSH, OMIM, HPO, SNOMEDCT_US', 'HP:0100753']",NA,0.4523724643009001,4,976,1.0
RXRG,"['C0036341', 'Schizophrenia', 'MSH, OMIM, HPO, SNOMEDCT_US', 'HP:0100753']",NA,0.4523724643009001,4,976,1.0
DISC1,"['C0036341', 'Schizophrenia', 'MSH, OMIM, HPO, SNOMEDCT_US', 'HP:0100753']",NA,0.4523724643009001,4,976,1.0
NIPSNAP1,"['C0036341', 'Schizophrenia', 'MSH, OMIM, HPO, SNOMEDCT_US', 'HP:0100753']",NA,0.4523724643009001,4,976,1.0
HSD11B2,"['C0678236', 'Rare Diseases', 'MSH', 'NULL']",NA,0.4523894286948904,3,1301,1.0
SBDS,"['C0003949', 'Amianthosis', 'SNOMEDCT_US', 'NULL']",NA,0.45244034796812505,26,150,1.0
SLC2A9,"['C0149931', 'Migraine', 'OMIM, SNOMEDCT_US, HPO, MSH', 'HP:0002076']",NA,0.45244034796812505,4,975,1.0
KCNK18,"['C0149931', 'Migraine', 'OMIM, SNOMEDCT_US, HPO, MSH', 'HP:0002076']",NA,0.45244034796812505,4,975,1.0
PTPRD,"['C0009375', 'Colon tumor', 'HPO', 'HP:0100273']",NA,0.45244034796812505,25,156,1.0
BATF,"['C0392674', 'Exhaustion', 'OMIM, SNOMEDCT_US', 'NULL']",NA,0.4524933836355579,9,1185,2.0
TOX2,"['C0392674', 'Exhaustion', 'OMIM, SNOMEDCT_US', 'NULL']",NA,0.4524933836355579,9,1185,2.0
TSC2,"['C3280492', 'Tumor predisposition syndrome', 'OMIM', 'NULL']",NA,0.4525253005283058,205,19,1.0
CFD,"['C0019880', 'High urine homocystine levels', 'HPO', 'HP:0002156']",NA,0.4525423041261856,66,59,1.0
GFAP,"['C0017639', 'Cerebral gliosis', 'HPO', 'HP:0002171']",NA,0.4526079375252127,777,185,12.0
CDKAL1,"['C0086132', 'Depressive Symptoms', 'MSH', 'NULL']",NA,0.4526367043728553,29,367,2.0
EIF4EBP1,"['C0544966', 'Autophagic vacuoles', 'HPO', 'HP:0003736']",NA,0.4526444175027479,16,243,1.0
ABCB4,"['C0149841', 'BRIC - Benign recurrent intrahepatic cholestasis', 'SNOMEDCT_US', 'NULL']",1.0,0.4526444175027479,144,27,1.0
SIX3,"['C0003076', 'Aniridia', 'HPO', 'HP:0000526']",NA,0.4526444175027479,36,108,1.0
KIAA1549,"['C0004114', 'Astrocytoma', 'HPO', 'HP:0009592']",NA,0.452661451718039,23,169,1.0
RET,"['C0014132', 'Endocrine neoplasia', 'HPO', 'HP:0100568']",NA,0.4526954533134149,626,176,10.0
CCL26,"['C0341106', 'Chronic Esophagitis, Eosinophilic', 'MSH', 'NULL']",NA,0.45269553329963486,35,111,1.0
GFAP,"['C3549703', 'Retinal thinning', 'HPO', 'HP:0030329']",NA,0.45269553329963486,777,5,1.0
CYP24A1,"['C2316401', 'Stage 1 chronic kidney disease', 'HPO', 'HP:0012623']",NA,0.4527296324309645,353,11,1.0
STX7,"['C0002170', 'Alopecia', 'MSH, OMIM, SNOMEDCT_US, HPO', 'HP:0001596']",NA,0.4527466885834294,6,647,1.0
ALKBH2,"['C3839736', 'Sensitization', 'SNOMEDCT_US', 'NULL']",NA,0.45279788341518595,3,1293,1.0
LTK,"['C0027819', 'Cancer of early nerve cells', 'HPO', 'HP:0003006']",NA,0.4528149571581138,2,1939,1.0
NXT1,"['C0027819', 'Cancer of early nerve cells', 'HPO', 'HP:0003006']",NA,0.4528149571581138,2,1939,1.0
HTR3D,"['C0011581', 'Depression', 'MSH, OMIM, SNOMEDCT_US, HPO', 'HP:0000716']",NA,0.45283203530432814,1,3877,1.0
UBE3C,"['C0007134', 'Cancer starting in small tubes in kidneys', 'HPO', 'HP:0005584']",NA,0.45284911785610066,3,1292,1.0
TPK1,"['C4551563', 'Abnormally small cranium', 'HPO', 'HP:0000252']",NA,0.45284911785610066,12,323,1.0
PRDM9,"['C0151779', 'Skin cancer (melanoma)', 'HPO', 'HP:0002861']",NA,0.45284911785610066,34,114,1.0
XRCC1,"['C0017612', 'Open angle glaucoma', 'HPO, SNOMEDCT_US', 'HP:0012108']",NA,0.45284911785610066,114,34,1.0
RAB27A,"['C0876991', 'Hemophagocytosis', 'HPO, SNOMEDCT_US', 'HP:0012156']",NA,0.45286620481570494,31,125,1.0
SLC19A2,"['C0152025', 'Polyneuropathy', 'MSH, OMIM, SNOMEDCT_US, HPO', 'HP:0001271']",NA,0.4528832961854163,13,298,1.0
CARD9,"['C0153252', 'Disseminated candida', 'SNOMEDCT_US', 'NULL']",S,0.452899811148158,455,42,3.0
TMEM41A,"['C0270814', 'Crampy', 'SNOMEDCT_US', 'NULL']",NA,0.4529045944005299,19,558,2.0
KRIT1,"['C0007820', 'Brain Vascular Disorders', 'MSH', 'NULL']",NA,0.45291749216427013,8,484,1.0
PPIB,"['C4021790', 'Abnormality of the skeletal system', 'HPO', 'HP:0000924']",NA,0.45291749216427013,32,121,1.0
PIGR,"['C0206624', 'Hepatoblastoma', 'HPO', 'HP:0002884']",NA,0.45291749216427013,16,242,1.0
AQP4,"['C0006114', 'Brain edema', 'HPO', 'HP:0002181']",NA,0.4529191883710748,299,422,11.0
RAF1,"['C0002438', 'Amebiasis', 'MSH, SNOMEDCT_US', 'NULL']",NA,0.45296881926533783,53,73,1.0
TP53INP1,"['C0085623', 'Akinesia', 'OMIM, HPO, SNOMEDCT_US', 'HP:0002304']",NA,0.4531230397009912,193,20,1.0
HLA-B,"['C3541994', 'Anticonvulsant hypersensitivity syndrome', 'SNOMEDCT_US', 'NULL']",1.0,0.4531332247700834,239,273,7.0
MTM1,"['C0151786', 'Muscle weakness', 'OMIM, HPO, SNOMEDCT_US', 'HP:0001324']",NA,0.45317452643022405,7,551,1.0
FAH,"['C0025521', 'IBEM - Inborn error of metabolism', 'SNOMEDCT_US', 'NULL']",NA,0.45317452643022405,29,133,1.0
DLD,"['C0231341', 'Aging, Premature', 'MSH', 'NULL']",NA,0.45329481803746907,35,110,1.0
CHD7,"['C0741916', 'Cardiac defects', 'OMIM', 'NULL']",NA,0.45329481803746907,50,77,1.0
BRAF,"['C0025202', 'Cancer of skin pigment cells', 'HPO', 'HP:0002861']",S,0.453310281842834,1559,7280,244.0
CBS,"['C0342791', 'CACT Deficiency', 'MSH', 'NULL']",1.0,0.453312020404517,1283,3,1.0
CBS,"['C0338460', 'Argyrophilic brain disease', 'SNOMEDCT_US', 'NULL']",1.0,0.453312020404517,1283,3,1.0
CBS,"['C0393570', 'Cortical basal ganglionic degeneration', 'SNOMEDCT_US', 'NULL']",1.0,0.453312020404517,1283,3,1.0
BSCL2,"['C0235025', 'Peripheral motor neuropathy', 'OMIM, HPO, SNOMEDCT_US', 'HP:0007178']",1.0,0.4533292272414539,104,37,1.0
TNNT2,"['C0276138', 'Viral myocarditis', 'SNOMEDCT_US', 'NULL']",NA,0.45346704313215197,15,256,1.0
LAMA1,"['C0025286', 'Meningioma', 'HPO', 'HP:0002858']",NA,0.45346704313215197,16,240,1.0
APOE,"['C1260959', 'Drusen', 'SNOMEDCT_US, HPO', 'HP:0011510']",NA,0.4534819009573457,443,65,4.0
CAPRIN1,"['C0234985', 'Cognitive decline, progressive', 'OMIM, HPO', 'HP:0001268']",NA,0.45348429030286513,11,349,1.0
BTK,"['C4020824', 'Absence of B cells', 'HPO', 'HP:0005365']",NA,0.45348429030286513,349,11,1.0
ABCC2,"['C0878643', 'Epiphenomenon', 'DDB', 'NULL']",NA,0.4535015419667842,101,38,1.0
TJP2,"['C0008370', 'Cholestasis', 'MSH, OMIM, HPO, SNOMEDCT_US', 'HP:0001396']",NA,0.45352510761500364,48,1642,8.0
LYST,"['C0024291', 'Hemophagocytic lymphohistiocytosis (disorder)', 'SNOMEDCT_US', 'NULL']",NA,0.45355332394120357,13,295,1.0
NLGN3,"['C0002395', 'Alzheimer disease', 'OMIM, SNOMEDCT_US, HPO', 'HP:0002511']",NA,0.453570593601382,2,1917,1.0
WFS1,"['C0011053', 'Deafness', 'HPO', 'HP:0000365']",NA,0.4535983175683302,83,228,3.0
HDAC10,"['C0007682', 'Central nervous system disease', 'HPO', 'HP:0002011']",NA,0.4536051464388886,8,479,1.0
XPNPEP3,"['C0876973', 'Pulmonary infection', 'HPO, SNOMEDCT_US', 'HP:0006532']",NA,0.4536397173149434,5,766,1.0
DNASE2,"['C0876973', 'Pulmonary infection', 'HPO, SNOMEDCT_US', 'HP:0006532']",NA,0.4536397173149434,5,766,1.0
DOCK8,"['C1844383', 'Frequent bacterial infections', 'HPO', 'HP:0002718']",NA,0.45367430624839045,116,33,1.0
SCAI,"['C1527336', ""Sicca (Sjogren's) syndrome"", 'SNOMEDCT_US', 'NULL']",NA,0.4537435383629861,8,478,1.0
DOCK8,"['C0021051', 'Decreased immune function', 'HPO', 'HP:0002721']",NA,0.4537586140232573,116,3550,25.0
PHF13,"['C0018889', 'Helminth infection', 'SNOMEDCT_US', 'NULL']",NA,0.45377818158197075,6,637,1.0
MPL,"['C1527405', 'Erythrocytosis', 'HPO', 'HP:0001901']",NA,0.45377818158197075,49,78,1.0
SDHB,"['C0019562', 'Angiomatosis Retinae', 'MSH', 'NULL']",NA,0.4537986115050409,167,113,3.0
GPC3,"['C2239176', 'Hepatocellular carcinoma', 'HPO', 'HP:0001402']",NA,0.4538343159371308,103,3317,22.0
RPE,"['C0008521', 'Choroid disease', 'HPO', 'HP:0000610']",NA,0.45388222011331425,477,8,1.0
MICALL2,"['C0038454', 'Cerebral vascular events', 'OMIM, HPO', 'HP:0001297']",NA,0.45389358662097773,2,5226,2.0
CLN6,"['C0027960', 'Mole', 'HPO', 'HP:0003764']",NA,0.4539733181629604,24,435,2.0
NR1H4,"['C4551898', 'Byler disease', 'MSH', 'NULL']",NA,0.4539864223560255,30,127,1.0
PLIN1,"['C2675519', 'Hypoadiponectinemia', 'MSH', 'NULL']",NA,0.4539864223560255,127,30,1.0
NHS,"['C1861799', 'Catatrichy', 'MSH', 'NULL']",NA,0.45402119290635384,952,4,1.0
NHS,"['C0344312', 'Poliosis of anterior hair', 'HPO', 'HP:0002211']",NA,0.45402119290635384,952,4,1.0
PYM1,"['C0009443', '(Acute nasopharyngitis or rhinitis) or (common cold)', 'SNOMEDCT_US', 'NULL']",NA,0.4540559817233236,1,3806,1.0
TMBIM4,"['C0009443', '(Acute nasopharyngitis or rhinitis) or (common cold)', 'SNOMEDCT_US', 'NULL']",NA,0.4540559817233236,1,3806,1.0
CD81,"['C0024441', 'Macular hole', 'SNOMEDCT_US, HPO', 'HP:0011508']",NA,0.45409078882613757,317,12,1.0
IFNGR2,"['C0023343', 'Hansen Disease', 'MSH', 'NULL']",NA,0.4541604579662607,20,190,1.0
PARP1,"['C0521657', 'Allergic encephalitis', 'SNOMEDCT_US', 'NULL']",NA,0.4541604579662607,950,4,1.0
CACNA2D2,"['C0014544', 'Epilepsy', 'MSH, OMIM, SNOMEDCT_US, HPO', 'HP:0001250']",NA,0.4541713711381626,12,2377,4.0
TSLP,"['C0022568', 'Corneal inflammation', 'HPO', 'HP:0000491']",NA,0.45417187720224583,319,245,8.0
HDC,"['C0040517', ""(Psychogenic tics) or (Gilles de la Tourette's syndrome)"", 'SNOMEDCT_US', 'NULL']",NA,0.45417788671003256,131,29,1.0
AGA,"['C0235991', 'Birth weight less than 10th percentile', 'HPO', 'HP:0001518']",NA,0.4541894760073133,408,46,3.0
IRF7,"['C0276447', 'Disease caused by Rhinovirus', 'SNOMEDCT_US', 'NULL']",NA,0.4541953200421272,211,18,1.0
PIP,"['C0023448', 'Lymphoid leukemia', 'HPO', 'HP:0005526']",NA,0.4542302004809526,73,52,1.0
NEK6,"['C0035335', 'Retinoblastoma', 'HPO', 'HP:0009919']",NA,0.4543367105590178,62,635,5.0
PTPRC,"['C0024282', 'High lymphocyte count', 'HPO', 'HP:0100827']",NA,0.45443986982206297,22,172,1.0
NCOR2,"['C0025007', 'Measles', 'MSH, SNOMEDCT_US', 'NULL']",NA,0.45443986982206297,8,473,1.0
BAP1,"['C0220633', 'Intraocular melanoma', 'HPO', 'HP:0007716']",NA,0.4544459849689372,378,104,5.0
NLRP6,"['C3534585', 'Infection caused by Norovirus', 'SNOMEDCT_US', 'NULL']",NA,0.4544748793452569,122,31,1.0
CTNNA1,"['C0031269', 'Lentiginosis, Perioral', 'MSH', 'NULL']",NA,0.4545099073871099,21,180,1.0
CDO1,"['C0153567', 'Uterine cancer', 'HPO', 'HP:0010784']",NA,0.4545099073871099,108,35,1.0
MYH9,"['C0018671', 'Head and neck tumor', 'HPO', 'HP:0012288']",NA,0.4545099073871099,105,36,1.0
SAMHD1,"['C1285355', 'Mendelian disorders', 'SNOMEDCT_US', 'NULL']",NA,0.4545099073871099,70,54,1.0
NTHL1,"['C0949059', 'Colorectal polyposis', 'HPO', 'HP:0200063']",NA,0.4545099073871099,20,189,1.0
ULBP2,"['C0038358', 'Gastric ulcer', 'SNOMEDCT_US, HPO', 'HP:0002592']",NA,0.45458001910523044,8,472,1.0
SLC16A14,"['C1140680', 'Ovarian cancer', 'HPO', 'HP:0100615']",NA,0.45459755863958773,1,3775,1.0
SNX32,"['C1140680', 'Ovarian cancer', 'HPO', 'HP:0100615']",NA,0.45459755863958773,1,3775,1.0
RPLP2,"['C1140680', 'Ovarian cancer', 'HPO', 'HP:0100615']",NA,0.45459755863958773,1,3775,1.0
RPLP1,"['C1140680', 'Ovarian cancer', 'HPO', 'HP:0100615']",NA,0.45459755863958773,1,3775,1.0
INPP5J,"['C1140680', 'Ovarian cancer', 'HPO', 'HP:0100615']",NA,0.45459755863958773,1,3775,1.0
GAB3,"['C1140680', 'Ovarian cancer', 'HPO', 'HP:0100615']",NA,0.45459755863958773,1,3775,1.0
CPZ,"['C0151766', 'Abnormal liver function tests', 'HPO', 'HP:0002910']",NA,0.45461510282079487,74,51,1.0
LCAT,"['C0023364', ""Cane cutter's fever"", 'SNOMEDCT_US', 'NULL']",NA,0.45461775808221677,91,431,5.0
AQP1,"['C1142262', 'Intestinal edema', 'HPO', 'HP:0005225']",S,0.45462842071439147,811,23,3.0
CXCL2,"['C0242381', 'Arthritis in Lyme disease', 'SNOMEDCT_US', 'NULL']",NA,0.45464133390358324,470,22,2.0
IDH1,"['C0018979', 'Hemianopia', 'SNOMEDCT_US, HPO, MSH', 'HP:0012377']",NA,0.45472046562994217,314,12,1.0
OTC,"['C0038644', 'Cot Death', 'MSH', 'NULL']",S,0.45482599634801973,114,33,1.0
MCM2,"['C0345967', 'Malignant mesothelioma', 'HPO', 'HP:0100001']",NA,0.4548612106597131,40,94,1.0
RGMB,"['C0007131', 'Non-small cell lung cancer', 'HPO', 'HP:0030358']",NA,0.45487882484031406,3,1253,1.0
CTRC,"['C0238339', 'Familial Pancreatitis', 'MSH', 'NULL']",1.0,0.45489908091699044,351,447,13.0
TGFB1,"['C0011989', 'Diaphyseal dysplasia', 'OMIM, SNOMEDCT_US, HPO', 'HP:0100252']",1.0,0.45491406726348704,221,17,1.0
TBR1,"['C0557874', 'Delayed cognitive development', 'OMIM, HPO', 'HP:0001263']",NA,0.4549316955110499,6,626,1.0
GNPTAB,"['C0557874', 'Delayed cognitive development', 'OMIM, HPO', 'HP:0001263']",NA,0.4549316955110499,6,626,1.0
IGSF1,"['C0557874', 'Delayed cognitive development', 'OMIM, HPO', 'HP:0001263']",NA,0.4549316955110499,6,626,1.0
OTUD7A,"['C0557874', 'Delayed cognitive development', 'OMIM, HPO', 'HP:0001263']",NA,0.4549316955110499,6,626,1.0
OSGEP,"['C0557874', 'Delayed cognitive development', 'OMIM, HPO', 'HP:0001263']",NA,0.4549316955110499,6,626,1.0
PCDH8,"['C0557874', 'Delayed cognitive development', 'OMIM, HPO', 'HP:0001263']",NA,0.4549316955110499,6,626,1.0
ELP4,"['C0557874', 'Delayed cognitive development', 'OMIM, HPO', 'HP:0001263']",NA,0.4549316955110499,6,626,1.0
ANKRD12,"['C0557874', 'Delayed cognitive development', 'OMIM, HPO', 'HP:0001263']",NA,0.4549316955110499,6,626,1.0
RFC1,"['C0025149', 'Medulloblastoma', 'HPO', 'HP:0002885']",NA,0.45497776839492404,21,490,2.0
GCA,"['C1956391', 'Giant cell arteritis', 'SNOMEDCT_US', 'NULL']",NA,0.45498460842763183,417,9,1.0
CD27,"['C0268647', 'Congenital lysinuria', 'SNOMEDCT_US', 'NULL']",NA,0.45500225546613166,268,14,1.0
IL6,"['C0398359', ""Trousseau's syndrome"", 'SNOMEDCT_US', 'NULL']",1.0,0.4551082365689007,1873,2,1.0
ARSB,"['C0026706', 'Mucopolysaccharidosis 3', 'MSH', 'NULL']",NA,0.4551259165881164,35,107,1.0
NLRP12,"['C0015970', 'Fever of Unknown Origin', 'MSH', 'NULL']",NA,0.4551398380533021,118,87,2.0
CD46,"['C0751688', 'Squamous cell cancer', 'HPO', 'HP:0002860']",NA,0.45514360132892895,48,78,1.0
FASLG,"['C1328840', 'Autoimmune Lymphoproliferative Syndrome', 'MSH', 'NULL']",NA,0.45514360132892895,96,39,1.0
RAC1,"['C0022118', 'Transient ischemia', 'SNOMEDCT_US', 'NULL']",NA,0.45514360132892895,208,18,1.0
ABCA1,"['C0011156', 'Deficiency Diseases', 'MSH', 'NULL']",NA,0.45514360132892895,208,18,1.0
GATA2,"['C1853118', 'Agranulocytosis, Infantile', 'MSH', 'NULL']",NA,0.45514360132892895,144,26,1.0
ARHGAP5,"['C0013203', 'Drug resistance', 'HPO', 'HP:0020174']",NA,0.45515336095634795,4,2566,2.0
NLRC5,"['C0239946', 'Hepatic fibrosis', 'OMIM, SNOMEDCT_US, HPO', 'HP:0001395']",NA,0.45521128260571836,103,3703,24.0
MYH11,"['C0003486', 'Aortic aneurysm', 'OMIM, SNOMEDCT_US, HPO', 'HP:0004942']",NA,0.4554062062154431,79,355,4.0
